﻿﻿﻿﻿﻿﻿﻿﻿코 드 번 호,제  목,지은이,출판사,대출여부,대출자,장르,상태,기타
202368,끌리는 이들에겐 이유가 있다,예미,박기수,,,인문·철학,,
202369,녹나무의 여신,히가시노 게이고,소미미디어,,,문학·소설,,
202370,퀴즈쇼,김영하,복복서가,,,문학·소설,,
202371,너의 목소리가 들려,김영하,복복서가,,,문학·소설,,
202372,빛의 제국,김영하,복복서가,,,문학·소설,,
202373,아랑은 왜,김영하,복복서가,,,문학·소설,,
202374,당신의 곁에 우주를 가져다드립니다,이민규,문학수첩,,,문학·소설,,
202375,이중 하나는 거짓말,김애란,문학동네,,,문학·소설,,
202376,타임 셸터,게오르기 고스포디노프,문학동네,,,문학·소설,,
202377,좋은 곳에서 만나요,이유리,안온,,,문학·소설,,
202378,해가 지는 곳으로,최진영,민음사,,,문학·소설,,
202379,철학은 날씨를 바꾼다.,서동욱,김영사,,,문학·소설,,
202380,대온실 수리 보고서,김금희,창비,,,문학·소설,,
202381,신경이야기,아르민 그라우,생각의집,,,과학·기술·공학,,
202382,귀신들의 땅,천쓰홍,민음사,,,문학·소설,,
202383,다시성장이다,오세훈,김영사,,,사회·정치·행정,,
202384,대통령의 자격 ,"윤여준, 한윤형 ",MG채널,,,사회·정치·행정,,
202385,도둑맞은 자전거,우밍이,비채,,,문학·소설,,
202386,스테로이드 인류,백승만,히포크라테스,,,사회·정치·행정,,
202387,홍학의 자리,정해연,엘릭시르,,,문학·소설,,
202388,매너의 역사,설혜심,휴머니스트,,,사회·정치·행정,,
202389,마포주공아파트 - 단지신화의 시작,박철수,마티,,,문학·소설,,
202390,권력의 심리학,브라이언 클라스,웅진지식하우스,,,사회·정치·행정,,
202391,한국이란 무엇인가,김영민,어크로스,,,인문·철학,,
202392,천개의 파랑,천선란,허블,,,문학·소설,,
202393,산업집적법 길라잡이,산업통상자원부,진한엠엔비,,,사회·정치·행정,,
202394,미술관에 간 해부학자,이재호,어바웃어북,,,과학·기술·공학,,
202395,궤도,송예슬,서해문집,,,문학·소설,,
202396,나는 왜 너가 아니고 나인가,시애틀 추장 외,더숲,,,인문·철학,,
202397,다정함이 인격이다,김선희,나무생각,,,문학·소설,,
202398,엘리베이터에낀그남자는어떻게되었나,김영하,복복서가,,,문학·소설,,
202399,광인,이혁진,민음사,,,문학·소설,,
202400,사내 근로 복지기금 결산실무 1탄,김승훈,씽크스마트,,,사회·정치·행정,,
202401,혼모노,성해나,창비,,,문학·소설,,
202402,악마와 함께 춤을,"Thomason, Krista K.",흐름출판,,,인문·철학,,
202403,리스크 테이커,네이트 실버,더퀘스트,,,경제·경영·자기계발,,
202501,가스기사 필기,가스연구회,세진북스,,,과학·기술·공학,,
202502,독학으로 준비하는 수험서 가스기사 실기,서상희,일진사,,,과학·기술·공학,,
202503,생에 감사해,김혜자,수오서재,,,문학·소설,,
202504,아이가 없는 집,알렉스 안도릴,필름,,,소설,,
202505,나는 메트로폴리탄 미술관의 경비원입니다,패트릭 브링리,웅진지식하우스,,,에세이,,
202506,달러 이후의 질서(트럼프 경제 패권의 미래),케네스 로고프,윌북,,,경제/경영,,
